,AUD,BRL,CAD,CHF,CLP,CNH,COP,CZK,EUR,GBP,HUF,IDR,ILS,INR,JPY,KRW,MXN,NOK,NZD,PLN,RUB,SEK,TRY,ZAR
2011-05-23,-0.3668078391661478,0.1806913098017941,-0.19771414565539508,-0.3972274317069643,0.31569182440409127,0.9665833691508344,0.6338426392850764,0.28394272736968523,-0.09844260295797634,-0.11501474858128519,0.5294544317765333,1.50515509489336,-0.11905241105743049,2.1834328707957034,-0.26732749605964523,0.30624071867914154,0.5307604486214611,-0.38505575347777743,-0.15141088915583273,0.5656746930808589,0.8034913299008408,-0.2924314263763269,0.7438676889100672,0.5360189833412552
2011-05-24,-0.3697827616833689,0.17346123540193206,-0.19914046250364684,-0.3999202812294484,0.3122604707058951,0.9649465640822288,0.6435335708229716,0.2763882513479144,-0.10356498003877328,-0.11833195147538587,0.5136596173991789,1.5011273686641435,-0.1248418647311477,2.1823956967345715,-0.26398358401863387,0.30086053096291854,0.5261175016149702,-0.39047968235844055,-0.16114352123025974,0.5566270163785176,0.7923236173065713,-0.2962967166076746,0.7379652582551522,0.5312558109000199
2011-05-25,-0.3669458057994828,0.17507065641731018,-0.19974554626249744,-0.4034463046034137,0.31059390556927335,0.9651112495482982,0.6486151565628248,0.2829294599436184,-0.10149962356095106,-0.12314157861220501,0.524335813803322,1.5108513051009966,-0.12402185078827463,2.1911301700979586,-0.265637904152701,0.31093543258201733,0.526070624784,-0.38967143131443394,-0.1625248895504352,0.5661301633575091,0.799426246485864,-0.2961012095724877,0.7473192338512653,0.5426353512937371
2011-05-26,-0.3714411240423991,0.17130066721682025,-0.19664217029167777,-0.4073003596103246,0.30925733256552973,0.9622291344829534,0.6486884156506411,0.27998294327095735,-0.10331271151534352,-0.12740982713045182,0.5185405698792056,1.5040309502293128,-0.12278861075199594,2.1886796713199246,-0.27139765154975803,0.29486097664268396,0.5270098534794945,-0.3952834759479845,-0.17243171952454842,0.5693277905855973,0.7830347881336504,-0.29841759831627634,0.7463206456548154,0.5326074480408947
2011-05-27,-0.37749379876610145,0.15602043733040546,-0.19987601233228025,-0.41719930224134705,0.2997419273554251,0.9620851152104402,0.6380923810331919,0.2623029782201361,-0.11343644112195929,-0.1335728314800217,0.49074666092570657,1.4997549497639073,-0.12577181948005892,2.1788474149009467,-0.27475185499080645,0.287711070793611,0.5161939642898118,-0.4053241344680708,-0.18090218178815906,0.5460482413893593,0.7739775108407797,-0.3080019929368149,0.7472093024052437,0.5116358108327922
2011-05-31,-0.3755488683070711,0.1429488857428985,-0.20651095096729052,-0.4178312694807152,0.2947881308170113,0.9585392790351419,0.6280648180382118,0.25232579506010794,-0.12062146860295217,-0.1332798635741052,0.4700307031692767,1.4918790528015307,-0.13642881412806962,2.1703909319097368,-0.2723134002085325,0.2838300191961957,0.5094274092050741,-0.40928975697772774,-0.18741859374997039,0.5277129403221817,0.7698181247012041,-0.3136419194849755,0.7386216872922258,0.4943168941208383
2011-06-01,-0.3784758765002166,0.14468936455132844,-0.2035606293968212,-0.4257892389847376,0.2987104283553596,0.9574802132072519,0.6108093783469181,0.24615457383986586,-0.12359619259190813,-0.1302377063536087,0.4610780534275952,1.4926344357751904,-0.14102007360281185,2.156280559307544,-0.2757511941945851,0.2784725464761365,0.5164530318060131,-0.41144611451865803,-0.18722270873599792,0.5240700266299352,0.7649331324729586,-0.3137949892541834,0.7310545058763684,0.48635488025749546
2011-06-02,-0.3748463308843371,0.14067220038924574,-0.1980832905141628,-0.4242200490357023,0.3005758868010921,0.9589967625602305,0.6049436509715188,0.24399140401837438,-0.12448588808132811,-0.12667088721687594,0.4592377207857429,1.4925880251799841,-0.14744368961165885,2.154867153344744,-0.27534724841151675,0.2858914131384124,0.5196045402701572,-0.4101759682107138,-0.17974097999549,0.5252337325227295,0.7654404638579162,-0.3087952355158305,0.725587508061685,0.4761878796180088
2011-06-03,-0.37773257992001474,0.13705071429753235,-0.19780959819168198,-0.4294297320250771,0.3012078299015107,0.9578069249496197,0.6091716859685631,0.22495926602673044,-0.13212521340194924,-0.1281842883695394,0.44055448689555876,1.4881332796277424,-0.15266598359589403,2.153455595676056,-0.2786631504593172,0.28500462032566654,0.5241049823096503,-0.4145243823817342,-0.1773360401921803,0.5088236040947824,0.7604698084132547,-0.3168211367492848,0.7154854512557635,0.47108211664744737
2011-06-06,-0.37953257109883975,0.14288685863800746,-0.19712951147123917,-0.42880009402806063,0.3039289439112725,0.9578705909674112,0.6048820192152574,0.21894118811072508,-0.13426900283823925,-0.1273814176995826,0.4405199918027855,1.4837442279806623,-0.15028443661996194,2.1500023696268467,-0.281825734296809,0.2849456039315854,0.5268740084361875,-0.41281461790990265,-0.18059213166346258,0.5052057717036091,0.7592283197334613,-0.3144486552106174,0.7232577104412949,0.47712955301507726
2011-06-07,-0.3795063775106027,0.1369468462381326,-0.20179946044841537,-0.42789310614329107,0.2992499793396532,0.9569464347458,0.5927849544659315,0.20800982295318315,-0.13899839208074985,-0.13288793986145717,0.4321059680515722,1.4860381536086547,-0.15400794083298805,2.1443678014079643,-0.2811501923211647,0.2871455420220133,0.5274628500827653,-0.4153897960960952,-0.18567971260038688,0.49165531291177084,0.7523297434927421,-0.3182760479508473,0.7159045338998963,0.4704901677180518
2011-06-08,-0.3738042888176929,0.14055272011689304,-0.19818852826058336,-0.42827229187934285,0.30063428280165927,0.9570441605954741,0.5924903722151702,0.21457357897515408,-0.13450711617340244,-0.1286738996607953,0.44130084113708035,1.4863706661432943,-0.15264916257196692,2.1467942019285498,-0.28442512472824255,0.28497436701073636,0.5386582493412323,-0.4102467632228499,-0.18090869740836726,0.5017931012962822,0.7527062566944959,-0.31328621779234866,0.7210385207238256,0.473394110404241
2011-06-09,-0.373171906024784,0.14480976462600514,-0.20048254529937815,-0.4258029184615122,0.3008804154892196,0.9587247346282776,0.5963559733507696,0.21847587466665466,-0.12855751292207676,-0.12853032816450097,0.44349250487393044,1.48733533924855,-0.14554860825714377,2.148590382991215,-0.2824135661944537,0.28832174176866093,0.539820289593105,-0.40567966806933214,-0.19082822702382252,0.5091480713947742,0.7567385695692919,-0.30830055222425473,0.7130928295239092,0.4769132709730099
2011-06-10,-0.36939889033985573,0.15158942940038647,-0.19955123379705567,-0.4250205000050943,0.30287166606264465,0.959480843981782,0.5977683807577763,0.23401720166635753,-0.11951849243265937,-0.12095489478473657,0.4668801712502372,1.4866028592046434,-0.14013273427110973,2.1478676842295292,-0.2816971032790993,0.2879885291102614,0.5491703888604713,-0.4002824096235408,-0.18786775826163132,0.5229451593252025,0.7666790704647286,-0.29665686897427573,0.7181130566232078,0.4869491213351156
2011-06-13,-0.37041651077338633,0.1461217962959399,-0.19960718965434004,-0.42885270297203876,0.2977899994790714,0.9593117876064895,0.5970769082448959,0.22970371659616193,-0.12062551519960149,-0.12517625220964804,0.4610989506667739,1.4930653124607685,-0.14088520121448747,2.1576920039451966,-0.28184689876520214,0.29178201828747125,0.5471329206246011,-0.40474110807920727,-0.17794967780767698,0.5173983096360364,0.7687936111423167,-0.2971199441555304,0.7144950799743202,0.48638890452172084
2011-06-14,-0.37770185568602227,0.1405439904493956,-0.207080998856405,-0.42452785690737455,0.2981479154519066,0.9580159243264885,0.5982270770872186,0.22248725760720517,-0.12676133339281653,-0.1295277610933968,0.4491893705664536,1.4910136353379664,-0.14584992194982227,2.149377931501119,-0.279137453754326,0.28791325049543137,0.537987013197741,-0.41018294866255434,-0.18449900206615003,0.505819224453751,0.7604900490186187,-0.29825902013403427,0.7231015577170385,0.48082295120422464
2011-06-15,-0.3764277885244793,0.14742938962120516,-0.2047706254423018,-0.4209049799687539,0.30031504228047984,0.9585542691757404,0.5993544632602468,0.24146211254822472,-0.11541433603719028,-0.12237911924243366,0.47231652043622474,1.4954350378597514,-0.13980658388137995,2.1514506764918297,-0.2777160867918512,0.2885648238999837,0.5441930551542067,-0.39894797362157863,-0.1762237209518598,0.5283548066010038,0.7686260563198414,-0.2881010829566903,0.7397387188965041,0.4885090003778875
2011-06-16,-0.3686882758604977,0.1594755811877202,-0.19393672754270272,-0.4200579259585291,0.3106340104652694,0.9597687626519024,0.6143191197096031,0.25600447119271,-0.10608297043559477,-0.11518075578215066,0.5075494758052935,1.5078447484446753,-0.12744441512550858,2.1605474492134453,-0.2772303494798162,0.2964694423568988,0.5608286981968588,-0.3934573705620988,-0.16697841390352788,0.5650383683149375,0.7817139177434551,-0.279322581456576,0.7534448171357946,0.5016967100624459
2011-06-17,-0.37324607649877567,0.15211467007751958,-0.1978605997696703,-0.4216931246850254,0.3123323157438457,0.9559050004262235,0.6067558245291323,0.23381709747815,-0.11641115137826509,-0.11749700129736411,0.48553126914912204,1.5136474072626895,-0.1364992546075933,2.1577206809231084,-0.282672801437647,0.2919602106282274,0.5524178140528706,-0.3951375779464174,-0.17402415970144913,0.5437535700702206,0.7737180973909698,-0.28727586004294553,0.7360041807735582,0.4837440123117156
2011-06-20,-0.3708838180689433,0.15261443834897312,-0.19699990457227884,-0.4255155256529591,0.3181358521104468,0.9569449492761835,0.6095561480274234,0.23466675127186498,-0.11662582244031232,-0.12009314399868405,0.48523812992967164,1.5151149036588356,-0.13356076440057546,2.167187662633702,-0.28127418447317926,0.2916821373068229,0.5514397142455707,-0.3939140285424138,-0.17583951274261594,0.5441760390796969,0.7756234239171004,-0.288368887927636,0.7459968590854272,0.48318936928239975
2011-06-21,-0.37267296479287215,0.14744673762746585,-0.20357304394127296,-0.4239114923151248,0.310913018918667,0.9554106855724185,0.6035784328774082,0.2361041695301744,-0.12044270424324387,-0.12027064038241568,0.46977058520327414,1.5098571100651692,-0.1401602092454359,2.1567321162658954,-0.2818722041271906,0.2832693675039025,0.5409825778221911,-0.39698857902985657,-0.17683963363617605,0.5361805125048247,0.7683315299321244,-0.29265696715461775,0.7515925100965745,0.4765856627804409
2011-06-22,-0.374251609433248,0.14494735970469344,-0.2037571894276805,-0.42936092845149687,0.3125987277870298,0.9537419612000907,0.5994854593812027,0.23325808405085913,-0.12412364316962012,-0.11585645284135182,0.46570146102414023,1.5077074851031582,-0.14271751596665253,2.1593004469320527,-0.2827154933655571,0.27768785430243537,0.5356237240647694,-0.40487220292354953,-0.18265058852769778,0.5318134714588422,0.7649330456251772,-0.29598298097989967,0.7539047883267894,0.47651201028084755
2011-06-23,-0.3646998920336431,0.14786644420628392,-0.19748003584016055,-0.4279066460018356,0.32093777758607633,0.9552498814995015,0.6111346447575482,0.26283983751858786,-0.10650604877787145,-0.10728281130109049,0.5072471121840064,1.5116209240386835,-0.12996193123769265,2.1640446088174707,-0.2785057493791328,0.2810790310920643,0.5506582980235398,-0.394871355801303,-0.17499864393196107,0.5743524317231664,0.7896412516400091,-0.27620532667457887,0.7791616524753124,0.5055537448863234
2011-06-24,-0.36681562697344067,0.15136005726987534,-0.19399117049314912,-0.42771210614387656,0.3181839853792798,0.9557353099793339,0.6055846385812287,0.2600164563224175,-0.10751781468519425,-0.10663558199539355,0.508503395865505,1.5107564563893574,-0.13364414349073309,2.16687145901696,-0.2795290040268583,0.2835079710712839,0.5502210116418109,-0.39827864711861455,-0.1751886050525539,0.5634898358266338,0.7877525415250467,-0.278342040672276,0.7797017504862308,0.5091796573169088
2011-06-27,-0.3628909774976018,0.15104673056421378,-0.1919028683348962,-0.4305864948639439,0.3196563177675622,0.9591900759654942,0.605097693003149,0.25191133109544717,-0.11473496555153948,-0.10859094864322798,0.4897520267028672,1.5174302339841523,-0.13312057854975087,2.169695275137875,-0.27543202129354144,0.291457122914856,0.5516039398156364,-0.4011977656437613,-0.169949684518796,0.5530565723347142,0.7847764967063365,-0.2847923630595095,0.7827894891126018,0.5039586746051885
2011-06-28,-0.36742660745071315,0.14194697993149527,-0.193774503905309,-0.43333740644022767,0.3164833497664168,0.9576678736520793,0.609813035834018,0.2430134893357901,-0.1198126389933315,-0.10861058364754238,0.482874397158288,1.5181412991212855,-0.13336230148581305,2.1700023679321583,-0.2764065517791987,0.28910977880386607,0.5452925061551245,-0.4051400607247517,-0.1732217557397051,0.5492188036947732,0.7770725977132455,-0.2848384477335948,0.7863501257012894,0.4976414486518377
2011-06-29,-0.37505321150367454,0.13415613327506823,-0.20515248117073612,-0.4293124062110486,0.3123429914311649,0.955759327918418,0.6022007203269337,0.2404073152712133,-0.12183751717854474,-0.10980290117725404,0.4646923925455688,1.5181357380897254,-0.13724058302698278,2.1573372882348014,-0.27555758104830913,0.28119694814266394,0.5346417732117319,-0.4079287368372892,-0.184348346037524,0.5404637343320529,0.7722245355867181,-0.2927754367875672,0.7710393823221754,0.49728946327719536
2011-06-30,-0.378569068464924,0.12712453191702014,-0.20955132117760197,-0.42522312432412696,0.3042708319559141,0.9543616566537412,0.5954542817573406,0.2297670434972406,-0.12799743324240767,-0.11147623246874394,0.4513761571588228,1.5036276597343263,-0.14380841670801076,2.146248026500487,-0.27660437729189635,0.2701542556021373,0.5293395879182211,-0.4125710474281569,-0.19066676724225926,0.5243520974277175,0.7651377753211682,-0.29947158012664477,0.7671181745420398,0.4836614823759321
2011-07-01,-0.38025751831635585,0.12355519764336159,-0.21177770572731433,-0.42075079161341544,0.29752746235753286,0.9543489640893882,0.5864922107610909,0.22668193515411916,-0.12704829941172055,-0.11101489482169771,0.44666869785996766,1.4947837919609535,-0.1461764643105727,2.137831376178873,-0.2754356861506314,0.26881646846549045,0.5194431016776203,-0.4111281547272273,-0.19146272322675761,0.5139357146351464,0.7610442976644323,-0.3019345067062338,0.7525131586100068,0.4772435540294475
2011-07-05,-0.37804197584834925,0.1291865447761851,-0.21214126487841883,-0.42290847425741895,0.29704196024748225,0.9530983430030469,0.5848585077032256,0.22880270373494135,-0.12590969205157976,-0.11388520308518654,0.45049160311902336,1.4932434096645475,-0.14220167858458452,2.124626387022298,-0.2739921505969986,0.26845014341819223,0.5157507280698153,-0.4150657584020735,-0.19389308058360152,0.5142745210818815,0.7615040157777143,-0.30430852871580105,0.7681983655194458,0.47272913682567963
2011-07-06,-0.3774179524234974,0.12791669812430692,-0.2087799251979798,-0.4276050629017388,0.29695963416961796,0.9541589922561508,0.5900228548476708,0.2433948577923601,-0.11632429204514382,-0.10707486958536305,0.46739194422373137,1.4932617885147832,-0.14044791420364686,2.1305886165964205,-0.2753223482757304,0.2652447027547361,0.5192739449129905,-0.4069945595508146,-0.19166784740339166,0.5355278217773439,0.7708260966670917,-0.2943535427421438,0.7784139164453485,0.47807228857654704
2011-07-07,-0.3822217778245686,0.12212006640390242,-0.21589885716620236,-0.42388061035482943,0.2864478073427425,0.954095011784751,0.584799613105024,0.23566700836674587,-0.12004406477093889,-0.10735121821181523,0.4455690731868768,1.4913281453311813,-0.1449183738213864,2.127145872444175,-0.2721683425677004,0.2658307672515083,0.5085882623689975,-0.41092591590300087,-0.1952532212253186,0.5192923617555558,0.7639061637884597,-0.29871032448677576,0.7642947317998922,0.4618294004214999
2011-07-08,-0.37983082389267425,0.12955840955074335,-0.2103016118085476,-0.42792850567100127,0.2883456066054422,0.9527317009945943,0.5848188600439126,0.24152703495245711,-0.11335278454353288,-0.1112193660194559,0.4695973050249053,1.4852268480527744,-0.14180219974324798,2.1200417376846965,-0.27744876289424514,0.25745872163941086,0.5160099047234402,-0.40572637840800463,-0.19941163009711968,0.5410208000439676,0.7697296286449258,-0.2892820073656981,0.7733397245569482,0.469263436089122
2011-07-11,-0.3743226259322209,0.14106934139414337,-0.2065556043661636,-0.4303378072196914,0.29708274041577765,0.9538837178522673,0.5901973758314001,0.26671000406476414,-0.09638710269162874,-0.10210975577455138,0.5113200755270983,1.4891281061442692,-0.13310842707869316,2.13102822358624,-0.27998839655783436,0.2583878031553009,0.5317693907841669,-0.39316784001271876,-0.19229052720062412,0.5808636244594482,0.7878062274349045,-0.2712794001074335,0.7896934148940411,0.49848214597805784
