,AUD,BRL,CAD,CHF,CLP,CNH,COP,CZK,EUR,GBP,HUF,IDR,ILS,INR,JPY,KRW,MXN,NOK,NZD,PLN,RUB,SEK,TRY,ZAR
2011-02-22,-0.33656834202059527,0.20120950810995916,-0.1933850931507298,-0.3584715272938094,0.30759964905875603,0.9874205488191743,0.6898863131191818,0.3098464289359974,-0.07679857876267049,-0.11828484345288107,0.5746183211516096,1.59323313773302,-0.08684292675857073,2.1859042462925253,-0.25696436612784307,0.34139603609313884,0.5752692835997711,-0.3794420145674719,-0.10972900692104874,0.6012499490079409,0.8488283255753444,-0.28875358829540543,0.7298481548139232,0.55811687943093
2011-02-23,-0.3354717746810442,0.20658908639053128,-0.18721839005022403,-0.36243243368509453,0.3223391427883287,0.9859686538280527,0.707439380701838,0.3064952449693717,-0.08135184549842976,-0.12149362724727418,0.5776127955933833,1.5850221970692662,-0.08461596016161767,2.176406924715659,-0.26036936624566587,0.33722776859683085,0.5887270095825728,-0.38391709247819183,-0.1037927915633501,0.6044883052835379,0.8441745235610707,-0.29016822860329305,0.7435413581730507,0.5568810278733717
2011-02-24,-0.34033657112199406,0.20001702795191081,-0.19460446810939908,-0.3669723840249418,0.32959482565296083,0.9882071276826273,0.7076259022320207,0.30139478179399193,-0.08329377230215826,-0.11468492849627604,0.5714479492614395,1.5895199832747007,-0.07985060672934863,2.200708364979291,-0.26758319623645443,0.3458139161012185,0.5868743194760807,-0.38558301110137744,-0.10613361017966055,0.6051490818862524,0.833749730650767,-0.2899411195807972,0.7449469310411638,0.5470562919577657
2011-02-25,-0.3452437549488417,0.1973961269909276,-0.19781224421779947,-0.3657745866810819,0.3215110194485219,0.987176796908165,0.7080661426098606,0.3037320935859278,-0.08044775955385819,-0.112431956130948,0.5711268599858771,1.5812455683022568,-0.08199476105382612,2.1900750800728552,-0.26788192978188213,0.34006121945899265,0.5796194751012527,-0.3807752123697321,-0.11104115247018749,0.6057959621826493,0.8303748763779268,-0.28558576785416445,0.7379877263371665,0.5348351029646038
2011-02-28,-0.3466322971732822,0.19638864686586047,-0.20187210854279808,-0.3655359300348972,0.3259334491964193,0.9856123806676045,0.7160350411257282,0.2935497037486958,-0.08471514510283286,-0.12298408261095461,0.5536140385645835,1.5754169674093887,-0.08846495279012831,2.185850317192052,-0.2661214837686319,0.34267436841376053,0.5779220303833622,-0.3868566780408819,-0.11036674089080584,0.5936185898821967,0.8245583080315495,-0.29731988179292707,0.7412893560471623,0.5187315766435481
2011-03-01,-0.3456927972783093,0.19819003947023103,-0.2026818975429924,-0.36480831781371714,0.32480337540032583,0.983533701025077,0.7226463879376237,0.2907747390019602,-0.08584586660941246,-0.12528798318433945,0.5624469430585651,1.572755038951504,-0.08601061893175212,2.163338760257087,-0.2650804980172076,0.34268029890220286,0.5750471620350079,-0.3908675622184403,-0.10983674979172293,0.5947277019930721,0.814128358173204,-0.3006150916114792,0.7525220760913919,0.520044627599888
2011-03-02,-0.3459447599625207,0.19725513192370603,-0.2033298526241129,-0.3703671028374067,0.3264659065406327,0.9847445147586105,0.7241171373094966,0.28196986131085594,-0.0892062541850839,-0.12612406345368424,0.546368067202642,1.5723023331594836,-0.08847367233806162,2.1633540734685948,-0.26844106104454246,0.342237381745337,0.577209871413539,-0.39172773921143755,-0.10089538010923474,0.590644046537234,0.7937717440282397,-0.29831388440907425,0.7590660264514473,0.5007397976319726
2011-03-03,-0.34377544482995087,0.19483814918641942,-0.2022750582348697,-0.36477022613891136,0.3175834405972899,0.9844099286983627,0.7127602289946118,0.27736044243502894,-0.0930555880344201,-0.12372013739752709,0.5483478169165147,1.5707703570413116,-0.09099706431519121,2.1700372634658143,-0.26213752388898853,0.3323278244543633,0.5704159831648917,-0.38843549053783577,-0.09884891592161889,0.5905048839398889,0.7832967613024899,-0.29691838589277225,0.7418381198700525,0.5126253876330675
2011-03-04,-0.3424126624245113,0.18712774057741421,-0.20459032476531813,-0.36787256912801214,0.31812091011629806,0.9823336328395151,0.699409110083711,0.2698012413154862,-0.09631146738165343,-0.12289431990613595,0.5366371578626068,1.5663668032671665,-0.0917461348612491,2.166200881373103,-0.262160323324004,0.3260177726593804,0.5644711942554067,-0.3908816499299861,-0.0929544330432905,0.5802961608872422,0.7809335069635459,-0.29719641216436565,0.7441326619460964,0.5087218271450303
2011-03-07,-0.3448781775697993,0.19414395793395695,-0.20459043649670455,-0.3688733113193923,0.3181350257142691,0.9829348708809228,0.7034286663352863,0.26523125751055804,-0.09784824606616631,-0.12097555575186981,0.5366481431675336,1.5657665671698866,-0.09645730208906754,2.1707202755843564,-0.2652154012256099,0.3315229448294323,0.5661067995798931,-0.39433823147125957,-0.09300032152773437,0.5750779230895466,0.7820979326387194,-0.2979394836394792,0.7391588275802639,0.5008498148782297
2011-03-08,-0.3406557663466101,0.19416007051766568,-0.203418989844512,-0.36373524841689475,0.3239838826639614,0.9822774526319785,0.7003414953305445,0.2795617503818706,-0.09039499398698263,-0.11712546725628832,0.5566467106229869,1.5656291179063706,-0.10004258129497742,2.172904770014195,-0.25920646997161517,0.3298471735491892,0.5687833990585986,-0.38937718932566107,-0.0970193646543841,0.5894445870050119,0.7820712056073622,-0.2930167048855852,0.7310618894314405,0.5090700795634927
2011-03-09,-0.3416824833525187,0.19416190964090316,-0.2057114491047384,-0.36599378542034705,0.32848536842979836,0.9826168663785254,0.6936618144772388,0.28154804582298004,-0.09181540748050315,-0.12020332201256959,0.5522871346843651,1.5645851632261114,-0.10318152563304211,2.167535980903896,-0.2592731203495742,0.3272104353568772,0.5623905124643664,-0.39064262297598557,-0.09605064889483426,0.5884270931525073,0.7925157988839965,-0.2970249025895698,0.7213048629754528,0.5044332168511569
2011-03-10,-0.33431903258641094,0.1976587168237483,-0.20142650653835917,-0.3624142444980494,0.342957278678032,0.9859062682394334,0.6865307224800115,0.29415420980291856,-0.08383186947610884,-0.11093669367127847,0.5730287688844945,1.5638561887494258,-0.10190666918322795,2.1795325588074053,-0.2560657876598823,0.3344782665235792,0.5615547549411094,-0.38131311613290286,-0.08891047404735451,0.6156852698670123,0.806250645991625,-0.2899619654396418,0.7219026376449333,0.5112219105101826
2011-03-11,-0.3384431140012045,0.19964733845091154,-0.20009091635593904,-0.3665890661609543,0.3351289027572844,0.9865142671225646,0.6801842596520368,0.2847689512773886,-0.08648558006134656,-0.1092350446162749,0.5627459063926533,1.562371789918545,-0.10201792342622122,2.1844455009095327,-0.2671272441048485,0.33756732410438506,0.5595052457831999,-0.38211962752174367,-0.09713263877246668,0.6151922848999998,0.8128060459005287,-0.2914909663437659,0.7269214071164436,0.511832433629413
2011-03-14,-0.33955670048107445,0.20244322301928735,-0.2008209322217111,-0.3683682487682745,0.34156660323920657,0.9860849300886442,0.6880248141757286,0.27580401882234806,-0.09537578279739745,-0.11831028148249699,0.5460651789241757,1.5584399095544266,-0.10609931537511834,2.1717641736067104,-0.2686074953896409,0.3439352295103692,0.5545940887095799,-0.38603776906055026,-0.09349069377925968,0.6053572626590568,0.803533357007569,-0.2951664105865917,0.7116647732111995,0.4997184663911751
2011-03-15,-0.3279840476561835,0.2033121081045927,-0.1948907845495087,-0.37279983677313905,0.3470846623044885,0.986817005480477,0.6910058169577992,0.28036169979362574,-0.0948658254223368,-0.11195996500639623,0.555253429354472,1.5641131213534394,-0.10289911008076755,2.184522317168249,-0.2759316892995024,0.3500360668883851,0.5654815587338441,-0.3805338121146222,-0.0845045513880536,0.6102179135594046,0.8182087988056932,-0.28768854066070426,0.7177241022871151,0.5249468456289341
2011-03-16,-0.3239418325220363,0.20362223996446327,-0.18747044271253688,-0.37723772189012905,0.354218997030114,0.9865907607607246,0.7054051250277535,0.2860852858188436,-0.09190601494420016,-0.11015129837238427,0.55996883679935,1.562568755737296,-0.10204236822715565,2.1753188438946434,-0.28164715349536423,0.34543573828920454,0.5760462857502405,-0.3791180390628588,-0.0838265368574342,0.6298416988700115,0.8124292616885271,-0.2807935925657821,0.7275054831645947,0.53437023926978
2011-03-17,-0.32262765829967144,0.20725023605911752,-0.1903379066548157,-0.38545402188331496,0.3576883605869644,0.9868268246028977,0.6894849864058422,0.27381363439674156,-0.09831100400652293,-0.1163114093096019,0.5479139361035673,1.563286840762916,-0.10508209489656867,2.1799389033911942,-0.29463311680063825,0.35041123247157574,0.5780282171305939,-0.380765931038123,-0.0723775274382983,0.6125581590316114,0.8099956333626577,-0.2883237186629251,0.7238929315694129,0.5474883437925394
2011-03-18,-0.33131944077996295,0.20690134203664548,-0.19369682434582056,-0.3837359894040194,0.34155443324669216,0.9859241019986844,0.6866628577918253,0.2665288180049036,-0.10581939865220921,-0.11859174654713354,0.5291651323522224,1.5603921375966985,-0.10975765992143277,2.175640353797267,-0.2732462767806162,0.3403530293505918,0.5727876490232312,-0.3872396288555885,-0.08382442364106663,0.5976135235675308,0.80132857738922,-0.29962887098482865,0.7192449979367432,0.5301079494840513
2011-03-21,-0.33754145070824554,0.20064953596229032,-0.19949155651512254,-0.3818286678290838,0.34095096437823663,0.9844059004503636,0.6861026093726017,0.2642264500306927,-0.10871714940095267,-0.12348761540927201,0.5163559684687242,1.5493643267185115,-0.11030127063802712,2.167971657522022,-0.27328043820461895,0.3381879007034853,0.5636817470555773,-0.391270549697076,-0.08765836238808815,0.5785753094456196,0.7891448561601607,-0.3022619898256878,0.715775024699447,0.5175732038656905
2011-03-22,-0.3423747898527018,0.20032709684593544,-0.1998896670440014,-0.3827618785029013,0.3412733438619058,0.9811466797032442,0.679615156617797,0.25932139791543574,-0.11043703824314666,-0.12941567195437628,0.5067419784271725,1.5468315266076027,-0.11188383588110971,2.1647201337526116,-0.2743554638076376,0.3336371290853596,0.5634272724240947,-0.3901660065530961,-0.09824523248639526,0.5763074087683144,0.7839122419369353,-0.3002444105997495,0.7034219715838143,0.5077419195549013
2011-03-23,-0.34155710716232973,0.19884685022747806,-0.19567030022340565,-0.3812315516212878,0.3423337336920861,0.9827923547268143,0.6800237198328523,0.2673657148386975,-0.10491483005225023,-0.1218862710069269,0.5130847917038196,1.5462249635313785,-0.10798954567832776,2.1567145841645092,-0.27497806475383535,0.3377580226291605,0.5657147997368714,-0.38789301203377113,-0.09616644122292493,0.5848512970293508,0.7930481035273256,-0.29624755235483013,0.6952689642312017,0.5183527992734749
2011-03-24,-0.3489042255583809,0.1952833395222151,-0.20166147287222796,-0.38158456102242666,0.3365304823575976,0.9835640378837744,0.678415227207748,0.2668972113095976,-0.10973095010092586,-0.11729513462021524,0.4896962414919876,1.5454714141094512,-0.10477675218484754,2.1496760977993397,-0.27600043408948866,0.3339017541101955,0.5589868983157535,-0.39336489124824014,-0.1103877032124271,0.5735514085233242,0.7877223887184831,-0.2997280495458027,0.6863868592645764,0.5002813493333214
2011-03-25,-0.3529283410566077,0.19506084913495292,-0.19915996651026002,-0.37594873197819156,0.3354500643101238,0.9829072666999167,0.6850482316960409,0.2705868926840387,-0.106208916806911,-0.11317426010728003,0.4921869674477961,1.544038338558437,-0.10630276144042229,2.1439551700913273,-0.27331848638037076,0.32543385346842296,0.556375357516598,-0.3894288748625642,-0.11494985895595024,0.5708366143182376,0.7871724403333578,-0.294453441837912,0.6865158605606257,0.49761768447363913
2011-03-28,-0.35218477306058715,0.19813939977943631,-0.2013901329232098,-0.37481597142035067,0.337935918151339,0.9834978640942742,0.6900545460727541,0.2755442128130248,-0.10381598094097055,-0.1090387799824481,0.502075209983026,1.5441176345818546,-0.11088074264728408,2.15566028874161,-0.26800887947250074,0.325922238348125,0.560552213024923,-0.3887847450129175,-0.11131227911941212,0.5722006042698179,0.7904290035613105,-0.2939316711801496,0.6913823156383759,0.5031172628612929
2011-03-29,-0.3505283376059283,0.1954871207477425,-0.20029217838802554,-0.3717103920756435,0.3415706090180538,0.9838142675686051,0.7004111581345633,0.27875080680231357,-0.1013526979408773,-0.10696064953528357,0.5092802001776227,1.5446039134069438,-0.1121953748085831,2.150030228278696,-0.262249787681774,0.32105640395604657,0.5618249856329377,-0.3852866379576422,-0.11389658696845809,0.5764920068499512,0.7958339387212251,-0.29456094042323705,0.698993048609773,0.5010432204406656
2011-03-30,-0.35472713430556646,0.18156070505306024,-0.20456548319474538,-0.37014840461540316,0.3404035266359433,0.9829259997667218,0.6906938165240053,0.2762138257669826,-0.10311433672886917,-0.1117887819319243,0.5017855073047509,1.5450004687965178,-0.11860404036519667,2.1496774058085313,-0.2560542933680842,0.31366726854180277,0.553613616768764,-0.3882000118369423,-0.12208738841095586,0.5804471232713775,0.8047280029324134,-0.2969788441760884,0.6924992289911703,0.4906261614711641
2011-03-31,-0.3566475926832561,0.17374247798692222,-0.20333631830239038,-0.37550339560979856,0.333733575698869,0.9797473704997562,0.684256893275268,0.2679950496168111,-0.10910339182177381,-0.11007068775034601,0.4835942455185229,1.5421491274767973,-0.1259640089822595,2.1387122680459143,-0.2575494495123826,0.305043032785672,0.5528331136054353,-0.3944010475831302,-0.12359183235455203,0.576672727242912,0.7970082625994563,-0.29970319348062835,0.679934235356256,0.47939269212378244
2011-04-01,-0.3581116459040967,0.16832108257326675,-0.21008372385637994,-0.3663750764128509,0.32791160504410977,0.979309516853242,0.6756763846088275,0.2673909019145352,-0.10631662685422938,-0.11016668463776644,0.48723715430086084,1.5397904197284153,-0.1256041687706376,2.1387270514578294,-0.24451651977988434,0.29796247953366517,0.5467238139848687,-0.3961048451881684,-0.12745618502382255,0.5815102064035667,0.7937533625522899,-0.29764760819373415,0.6725584306346473,0.47272601129824615
2011-04-04,-0.3570370891306358,0.16519025280120003,-0.20778372512160007,-0.37220974342538315,0.32174684148333405,0.9765879463420066,0.6634202964945047,0.25893307772853524,-0.11183265739436507,-0.11621711573927532,0.4773998951231375,1.528997951278353,-0.12839914531812785,2.1387226667346413,-0.24843450972877162,0.29283626875711405,0.5458626185041593,-0.398018276759819,-0.12859586118706812,0.5694180214504861,0.789199847765403,-0.2993172406731237,0.6668312781656897,0.4656300906554597
2011-04-05,-0.3567236617574496,0.16020295912430463,-0.2097292200354517,-0.3695927809266802,0.32005020638234827,0.9765375829334921,0.6524807673445129,0.257557380253601,-0.11006395982920915,-0.12357022711675801,0.4725913626702384,1.5289522668049644,-0.12721827715978842,2.1267386792087204,-0.24272934140565985,0.2967312700516139,0.5441134451988793,-0.3996589533067567,-0.13222577781300776,0.5653172862561208,0.7896158726825452,-0.29693467687062236,0.6656338190137457,0.47234215062004176
2011-04-06,-0.3626137528047723,0.15639972466849345,-0.21559406991200042,-0.3743996294230628,0.31815924271789026,0.9762307133955763,0.6448682585589682,0.24724848838871058,-0.11883564575817457,-0.125811166516419,0.4563596236584101,1.5263154891072037,-0.1310350675133704,2.108500153942766,-0.23474124349917747,0.29284012722274627,0.536272249784127,-0.4042650871202264,-0.1425625873013789,0.5380804700666701,0.7823322603143721,-0.3021323193769828,0.6468484936334268,0.4626792052057354
2011-04-07,-0.36467685971203634,0.15045764311708543,-0.21456101194954785,-0.37360737791262044,0.31758987722071635,0.9762483897319741,0.6448421924859082,0.25271596773981286,-0.11538898114649049,-0.12548306100424997,0.46830456697403156,1.5333932245339843,-0.1316888246975141,2.111318359534568,-0.23683077929048102,0.29485920619444006,0.5391940231637776,-0.40149414466925143,-0.1406039056437273,0.5429574262255751,0.7844625298900683,-0.29923437739227,0.6445509421370069,0.46302852329348926
2011-04-08,-0.36850725088228,0.13651109140951054,-0.21677586791779654,-0.3780391835019643,0.3106787583005061,0.9726284316686561,0.6372458268304961,0.24164334678743982,-0.12421206081462344,-0.12928790701744355,0.4476204481226715,1.5264852369001574,-0.13547880575578544,2.101806188444476,-0.23835963327073015,0.288548767676646,0.5317263670316762,-0.40817144608766687,-0.14506820356531305,0.5243365686392151,0.7715664699801855,-0.30940791424020603,0.6400122253844692,0.45513094189947395
2011-04-11,-0.36946317543259743,0.1379474903835773,-0.21807662686540416,-0.3796349735404052,0.311185522947502,0.9723524492709802,0.6327310472083397,0.23819192542166473,-0.12522092080992983,-0.13096894113106428,0.454599714515148,1.5263603403051713,-0.1347975717149487,2.124247038921554,-0.24155741601049324,0.2899398027415187,0.5304426595969423,-0.40605413027212056,-0.14539116756332163,0.5249602412963779,0.7716870812966625,-0.3066944941497806,0.6452636733769518,0.4529362233982705
2011-04-12,-0.3643280616237861,0.14426147501450953,-0.2101770019793087,-0.38898168008345113,0.31922086312920356,0.9744623014225251,0.6361049692991154,0.2343819723551822,-0.12781243953899846,-0.12289649970758534,0.4594882229199576,1.5272169957568842,-0.13360677210951957,2.1243055585223756,-0.25132923300953325,0.3011567643112694,0.5405610531658054,-0.4025512192175593,-0.14830816487938445,0.5276092395004753,0.7749835059962605,-0.30285506075701624,0.656725374270497,0.4705303909196507
2011-04-13,-0.36801263076861085,0.14486268595792337,-0.21203056472157014,-0.38969199053178016,0.3139747396718932,0.9723597959149354,0.6361606209215422,0.23049848707475112,-0.12832762649273224,-0.12425701927822316,0.45796722099416737,1.5260795185624452,-0.1411277728757491,2.132430872369254,-0.24840849692201458,0.2942658775893475,0.5356501517539741,-0.4061025856536772,-0.1559090721722763,0.5171968498539208,0.7797488692808335,-0.3081208895738484,0.6501883004475986,0.481527615224132
2011-04-14,-0.3682847759459524,0.14159384639591432,-0.21188042571381374,-0.3909251554872305,0.31568806930554566,0.971328058879002,0.6352018991880423,0.22674049930278056,-0.12563709076557258,-0.12801639734077416,0.4640434829849093,1.5289611211948535,-0.14023751101708318,2.1324116023544906,-0.2552016068657481,0.2929823375064427,0.5359980148916565,-0.40689894817494937,-0.1557601115057094,0.5177882852717108,0.786403167886364,-0.3092217883638169,0.655912635339753,0.4977848653436091
2011-04-15,-0.3692765344267005,0.1363489005332674,-0.21231590860508615,-0.3887345841500881,0.31561194327333336,0.9714517944236212,0.6209352269779226,0.23304168179705342,-0.12319025600217529,-0.12503254451004045,0.4687571152935394,1.528992183816122,-0.140253083705385,2.120091313904006,-0.25463719281671965,0.29642085168090204,0.5262444489982725,-0.4096878816796336,-0.16140537105003985,0.5213706207596077,0.7796808210678373,-0.3113329839677747,0.6484248022040804,0.49955502427738063
2011-04-18,-0.36442871941169763,0.1529208775002866,-0.20457361516622494,-0.3870242281298724,0.32257272193966724,0.9714430473054809,0.6216947280239921,0.24748455660826227,-0.11003537892420129,-0.11940342392559615,0.49804109687813086,1.5321835571324058,-0.12968517778557578,2.1288888133361157,-0.2635546707718359,0.29492991048016237,0.5403757353198683,-0.3979507604631335,-0.14935817195636672,0.5633101269148408,0.7930749528479137,-0.29874777422941884,0.6775691456891331,0.5075376520335009
2011-04-19,-0.36677188068645106,0.14181875790741916,-0.2158930777486573,-0.38717297149109897,0.31787795630715543,0.9719166142366923,0.6109382937563607,0.2364814674689927,-0.11678340292067786,-0.125637117739677,0.47405532111195076,1.5339153933966783,-0.1369135386921368,2.1309899033569204,-0.26128676043156496,0.29850441596417887,0.5248490065723903,-0.4040327834854998,-0.15160156380615902,0.5410150627707871,0.7911508976440265,-0.3067973807000559,0.6677210149177605,0.497669722407209
2011-04-20,-0.37693950611691857,0.13164782552564802,-0.21905403615914726,-0.3910511608993044,0.30841894883029225,0.9678369940671094,0.609785811189214,0.22265467404566175,-0.12871304034027126,-0.13048742408431258,0.44345785841977403,1.5253480819850322,-0.14146516499031464,2.1196935158320316,-0.2614066684754413,0.2874872361674972,0.5159876549666821,-0.413220152233339,-0.16159026033601195,0.5178912508130895,0.7758556440364233,-0.3195605672834538,0.6518918082152224,0.48409375733891463
2011-04-21,-0.3807021727547617,0.13093304719191662,-0.22121725034362097,-0.39752803410736187,0.2992091441905917,0.9631250359405347,0.6037769729501444,0.21411878871116483,-0.13233467914627167,-0.13903923252302627,0.4361384456023397,1.5187164290115305,-0.14445058811008865,2.1235688425291577,-0.26777919612621554,0.2851411845314935,0.5123215455762246,-0.4136907529201602,-0.1647080327376745,0.5056994601305624,0.7677045933675852,-0.32378978425154503,0.6503856336520522,0.4692815294002028
2011-04-26,-0.3819772240220865,0.12841936409553006,-0.2207627300193412,-0.3996861686560872,0.29471781562079263,0.9656405600229471,0.6087642485247936,0.20547985591981613,-0.13562156584449114,-0.1327808281316841,0.4347959083622588,1.5253717130951339,-0.1397405215528791,2.133081491379019,-0.2680767646756108,0.29228015270866237,0.5115877063664556,-0.41762623746416816,-0.16919773135658853,0.4961264473829354,0.757487009027783,-0.32296104642814405,0.6599470688587324,0.4657360810544658
2011-04-27,-0.3832635786030801,0.13203479047474237,-0.21616185769387555,-0.39767877172488514,0.2894938602297206,0.9630164841561366,0.6108998408547315,0.20651227369811057,-0.13660155741234767,-0.13654881247406236,0.43332639426831576,1.518739762720301,-0.13516954338043535,2.1274709536446164,-0.2591364756633032,0.2842816876129668,0.5125060346838984,-0.4165984470076263,-0.16578538745874105,0.4928401359575591,0.753196953875975,-0.3233331791337252,0.6614730398738538,0.4571366095053278
2011-04-28,-0.3904974537196121,0.14728401384974366,-0.2222325259117914,-0.4040403642490438,0.28136296978896047,0.9592221719115619,0.594694086530576,0.1919859844773766,-0.14715385324403527,-0.14310192834416519,0.41460804108746163,1.5033080819267073,-0.14521846121926504,2.127455026530815,-0.27030892228711867,0.2744292549521767,0.5052887312883603,-0.4237384481594426,-0.16514943843597707,0.4766607520889339,0.739896143050962,-0.3313838907497158,0.6545553854611781,0.44996838995591093
2011-05-03,-0.3895810123093047,0.14829378799024767,-0.2205608468290769,-0.4125921205638069,0.28949267505055415,0.956009198384661,0.5886740750146937,0.19434889738355446,-0.14815756783656633,-0.13481414093722946,0.41897651543504694,1.4939076413798555,-0.1481611553412933,2.132918194826208,-0.27591701808690977,0.2714710349020351,0.509938545644477,-0.42442795939484673,-0.1671152081290513,0.47333680466371064,0.7288282526832495,-0.3293512494379071,0.6704163044145139,0.4498883442434029
2011-05-04,-0.38344554045951185,0.15424368583319942,-0.21579916456769319,-0.4138951153500816,0.2914571699181564,0.9574180489781278,0.5857293057310012,0.19045116566807624,-0.1505331596861106,-0.13769884365129556,0.4130978773818533,1.4964610430011438,-0.14755498899420716,2.1295723683044345,-0.2775217332286128,0.27877344471692744,0.5148171700960348,-0.4192176145313361,-0.1537205248792807,0.4728818686010251,0.7253419142938028,-0.32706379976196587,0.6737707302836382,0.4556832270916734
2011-05-05,-0.375316696369962,0.16581102905319936,-0.2082377601232944,-0.40782068540699495,0.30420899961047126,0.9572441611817105,0.5955739556846495,0.21182794847547418,-0.1348773865345522,-0.1309967204616081,0.4398865765177359,1.5008060457766945,-0.13939984024440724,2.150640403601631,-0.2836027066100933,0.27881412796938165,0.5247822108537858,-0.4044728406441309,-0.15017040770147522,0.5042048055305582,0.7397765080100392,-0.31330823004862224,0.6813172917702225,0.4764836086132563
2011-05-06,-0.3822714853255504,0.1575751995943142,-0.21326463473319182,-0.4033124041763091,0.2969577508013965,0.9589947540037795,0.5839846798423106,0.2174378911535084,-0.1285207147792238,-0.13142915519731338,0.4434597019331001,1.5041740208471368,-0.13447069118517654,2.1524482572708368,-0.277870207293736,0.2887820443186918,0.5134748701585131,-0.40269626207078063,-0.16041501122005264,0.5072202386295691,0.7476654672836477,-0.31067617891999116,0.6704405514222544,0.46171888190380783
2011-05-09,-0.3798085783039051,0.17279987287979426,-0.20737893607071844,-0.40151184181519095,0.3047705989453069,0.9589346743476843,0.5955323066719131,0.24491193170698183,-0.11385676024217135,-0.12483286432721263,0.47525396151063337,1.4971320331603764,-0.12963995411142654,2.1454538300340067,-0.2769367647217664,0.2876398398908197,0.5191099485076742,-0.3960752641429484,-0.1537442479712596,0.5341439114248616,0.7607660523335685,-0.3011785244553188,0.6847615837313912,0.479712692929439
2011-05-10,-0.3849902016517459,0.16033218032607055,-0.21262824066314046,-0.4006056295783638,0.29670430952182947,0.9588812171192158,0.6145283854267123,0.23736480795379106,-0.11940259012061015,-0.12730944101077313,0.456619922523732,1.4983507873016053,-0.13071074580535155,2.1499524149318994,-0.27752868729291424,0.2876515845313822,0.513262566007773,-0.404183725949011,-0.15827140609922277,0.5183905191273871,0.7551512029740194,-0.30760210430710605,0.6988125261873832,0.4798406694809882
2011-05-11,-0.3820709791674417,0.16629161920051475,-0.21660129136338066,-0.3972139460323893,0.301677618114835,0.9578206733104756,0.6146671513757626,0.2418755293389785,-0.11563732105581599,-0.13321403979047108,0.4680258561251738,1.4892443870615952,-0.12315676174576319,2.145036910951125,-0.2734442386486566,0.2788075606112919,0.5124143028350701,-0.4013643921059428,-0.15556492384141693,0.515419762877784,0.7522637292493065,-0.3037277695757032,0.7195170708118402,0.4960597465077637
2011-05-12,-0.3733887116645682,0.1722306887654823,-0.20674016868564174,-0.3954554163305465,0.3045581393612525,0.9620172587648734,0.6293233316929858,0.25626803515732105,-0.10942281150740857,-0.12305554684291901,0.4912647772085697,1.4998084336644883,-0.11879057403851646,2.166383556403739,-0.2768054596698927,0.2909287975269098,0.5245886809407514,-0.3943831704212925,-0.15464757213949432,0.5329625684701961,0.769739584531866,-0.2965768794381692,0.7199806567585045,0.5211686426030878
2011-05-13,-0.3729043006500026,0.18029687752101128,-0.2071890329900474,-0.39414938143609685,0.2975200091917232,0.9611603006395327,0.6244439394838671,0.26047400081375377,-0.10997795605352446,-0.11988564710431769,0.49824056609169237,1.4940595382968906,-0.11878408528733285,2.1577145414973424,-0.2765939049456378,0.29297584412592387,0.526574408813967,-0.3948761566136358,-0.15066376842692986,0.5321222463027635,0.7722934609558931,-0.2961432315043802,0.7318609936970218,0.5313589146519996
2011-05-16,-0.37377859670064084,0.17306650244541927,-0.2045711065883064,-0.3991469955893931,0.3002905978220816,0.965220369344652,0.6311542454232011,0.25630336342659127,-0.11198772038890911,-0.12128419934528015,0.4897791952353555,1.5027268519662735,-0.1138622861001621,2.1781326664773526,-0.2756892771512971,0.2980701845285208,0.5256998940644442,-0.3945834660027059,-0.14716424520350935,0.5327633182230379,0.7747147851523223,-0.2988862581345976,0.7269581864698269,0.5245367742739674
2011-05-17,-0.3696440176432623,0.17809923975783568,-0.20054899206460491,-0.39630882192338185,0.3189665583598049,0.9646306678998625,0.643546446717306,0.2653879847517932,-0.10762644608034404,-0.12009027822084314,0.5016939021833735,1.5027342061189468,-0.10750328648918399,2.1781703824954577,-0.27066435085843177,0.2949547323224004,0.5354723661702061,-0.3863006577502237,-0.1430519902221695,0.5400909911108236,0.7830809136011975,-0.29428108630284244,0.7322377850366171,0.5322651508392875
2011-05-18,-0.3727186813855313,0.16707478571997295,-0.20278625015192184,-0.39992203916711566,0.31258603626407444,0.9642265829862978,0.6460276610347593,0.2591018488341367,-0.11281315549487668,-0.1164621544234468,0.4957293152642779,1.4989140951010402,-0.11457322461659959,2.1718488092511383,-0.271247556353076,0.29424818754258847,0.5288886616721646,-0.3914984905218225,-0.15205294767386893,0.5282757467395924,0.7741424401400605,-0.30098625311698796,0.7162270337322822,0.5149225348892585
2011-05-19,-0.37312968598684304,0.16609739262912343,-0.20516129982197712,-0.396940283482428,0.30727130576830053,0.9643515092762436,0.6349222993680158,0.2563967886682635,-0.1128714516564604,-0.11756953294242153,0.48583292064237615,1.4969067910138314,-0.12106025983304673,2.1654233851460343,-0.2669448321095347,0.2922433329149895,0.5227735460875084,-0.39348756647517813,-0.15050024939480586,0.5286473245546836,0.7692891261323993,-0.3030791590893503,0.7188644317900672,0.5102164196337283
2011-05-20,-0.37380701723318727,0.16909723208862892,-0.20205942281267095,-0.40064299201463915,0.30700120851407786,0.9621928761973978,0.6384056044606313,0.268385643755054,-0.10673214083683903,-0.11914397977362,0.5067003547158918,1.492748614299685,-0.1223895098739477,2.1665224059710084,-0.2686092620894521,0.28814237198381426,0.5217011122425342,-0.39270495226113106,-0.15556434966213906,0.5412754764531311,0.7785111277124515,-0.2982531761074073,0.7305673903775324,0.514567574760676
